p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
8.09591396171564e-10	0.297452071097706	0.848	0.756	2.20872724703526e-05	2	nat8l
4.06783930254727e-09	0.272777489154896	0.352	0.188	0.000110978791852095	2	lratb
6.00694726700369e-09	0.28843087258234	0.652	0.475	0.000163881535338395	2	foxb1a
1.25561548479996e-08	0.343379790702073	0.305	0.157	0.000342557016563124	2	sulf2b
3.86992082646187e-08	0.316069618913036	0.971	0.922	0.00105579179987533	2	atf3
5.9601338857195e-08	0.599652015049025	0.29	0.155	0.00162604372670199	2	ascl1b.1
9.08207717941733e-07	0.273030244221945	0.881	0.738	0.0247777229608864	2	si:ch73-21g5.7
6.14964692504184e-05	0.392506024497561	0.267	0.158	1	2	her3
2.31522935022949e-121	1.68213504524516	0.995	0.266	6.31640871329608e-117	3	egr2b
1.04421008710824e-111	1.6004644012716	0.989	0.29	2.84881395964869e-107	3	mafba
2.56362355859333e-104	0.816316048700087	0.581	0.056	6.99407779255432e-100	3	cryba2b
2.11506210394069e-91	0.982483190194376	0.909	0.247	5.770312431971e-87	3	hoxa3a
9.71018014829196e-91	1.03883627843674	0.952	0.294	2.64913134805701e-86	3	hoxb3a
2.13367038170956e-80	0.897759941318353	0.694	0.128	5.82107953538003e-76	3	timp2b
8.99704062341308e-72	0.802049481195157	0.882	0.281	2.45457262287956e-67	3	epha4a
3.97095381655327e-70	0.35595371476077	0.328	0.019	1.08335562023206e-65	3	nab1a
1.94620318466373e-67	0.695417814216526	0.64	0.118	5.30963152839958e-63	3	lim2.1
1.97489500119869e-65	0.279251294437778	0.285	0.013	5.38790854227028e-61	3	RASSF5
2.01491123498083e-64	0.554336479779458	0.5	0.075	5.49708083127471e-60	3	crygn2
1.43063396785916e-61	0.648862193107125	0.651	0.155	3.90305559111335e-57	3	aldocb
3.34654694032328e-59	0.854008766044713	0.925	0.489	9.13004936258997e-55	3	ackr3b
8.13599013620213e-54	0.477627427831148	0.581	0.125	2.21966082895866e-49	3	sema3fb
1.11132096285365e-51	0.640203206794853	0.737	0.267	3.03190585085732e-47	3	hsbp1a
3.98493901079397e-50	0.716660589139213	0.995	0.816	1.08717106092481e-45	3	midn
1.65736253177192e-48	0.401676591647799	0.452	0.082	4.52161645918014e-44	3	myo1cb
9.93377042510512e-46	0.334040422951717	0.328	0.042	2.71013124737718e-41	3	crybb1l2
6.16909098422499e-41	0.449382307826153	0.613	0.184	1.68305140231626e-36	3	sox4a.1
2.81419300828228e-39	0.446823820991525	0.511	0.135	7.67768136519572e-35	3	col15a1b
1.72313826090502e-30	0.42799885172908	0.677	0.288	4.70106580340107e-26	3	gas6
1.77528710035571e-28	0.449521268886836	0.839	0.477	4.84333826719045e-24	3	dap1b
9.0947540476821e-28	0.460029150227475	0.892	0.603	2.48123079928863e-23	3	dap1b.1
4.95405322523172e-27	0.40684596774738	0.769	0.358	1.35156480090772e-22	3	cyp26c1
2.09407091163735e-23	0.43238619713767	0.581	0.263	5.71304426112903e-19	3	wnt7aa
3.22685762280065e-23	0.361532182591245	0.683	0.336	8.80351296652474e-19	3	si:ch211-163l21.4
2.01299669820575e-22	0.364746063019967	0.672	0.319	5.49185759204494e-18	3	nck2a
2.20714643594327e-22	0.544141315470047	0.742	0.466	6.02153690654042e-18	3	hapln1a
7.40121012335901e-22	0.350055223776894	0.527	0.223	2.01919814585481e-17	3	nrbf2b
6.01683237146247e-21	0.258587357761075	0.328	0.094	1.64151220758239e-16	3	iqca1
1.97305082680268e-19	0.344466045012757	0.495	0.219	5.38287726568308e-15	3	celf2
6.24288607379757e-19	0.329030666343562	0.57	0.268	1.70318417865345e-14	3	tox3
2.08860945278951e-18	0.389217923575101	0.559	0.279	5.69814430910034e-14	3	gstp1
2.85704593042426e-18	0.308535635734007	0.312	0.092	7.79459270738347e-14	3	her7
1.61573337982786e-17	0.324079057007963	0.489	0.22	4.40804380684636e-13	3	palm1b
4.52529050285276e-17	0.323658871984338	0.677	0.401	1.23458975498829e-12	3	dtnba
1.35779355961068e-15	0.333752650989793	0.763	0.528	3.70433238932986e-11	3	ptpro
2.86561344860118e-13	0.289719887633351	0.935	0.84	7.81796661047375e-09	3	her8a
1.78880633596175e-12	0.327885791565026	0.624	0.387	4.88022144577086e-08	3	gbx1
4.24282537650423e-11	0.314950026156097	0.522	0.307	1.15752761921788e-06	3	dynll2a
6.03354737855674e-11	0.384837876676853	0.892	0.811	1.64607239581785e-06	3	junba
8.56082293441818e-11	0.275730891679867	0.688	0.467	2.33556371296797e-06	3	tcf12
8.96891237142108e-11	0.265747799533072	0.548	0.346	2.4468986731711e-06	3	schip1
2.93865284179646e-10	0.269961316554043	0.452	0.251	8.01723268298909e-06	3	wnt8b
8.40011018416724e-10	0.265799194964954	0.785	0.629	2.29171806044451e-05	3	cspg5a
1.26623397595183e-09	0.305438633052776	0.72	0.57	3.45453953319179e-05	3	aif1l
6.59390271518398e-08	0.267598432421337	0.866	0.846	0.00179894853875649	3	ncalda
6.47107831493172e-06	0.317124811378908	0.28	0.152	0.176543958587967	3	prdm12b
1.06946982201139e-05	0.306512845195705	0.253	0.139	0.291772756841148	3	olig4
2.79991404964689e-05	0.354384127808049	0.624	0.527	0.763872551024664	3	zic2b
5.01758779706638e-05	0.297571895052942	0.86	0.731	1	3	id3
1.3446945022105e-118	0.867247447754841	0.631	0.053	3.66859554093069e-114	4	cryba1l1
1.0129894064397e-112	1.1519897123989	0.78	0.109	2.7636376986488e-108	4	lim2.1
1.37203991650543e-94	0.551311282605791	0.565	0.056	3.7431993002101e-90	4	cryba4
5.31490516633313e-91	1.36694017720159	0.994	0.297	1.450012427479e-86	4	mafba
2.0439691038591e-83	1.30349163629539	0.923	0.346	5.5763565091484e-79	4	cyp26c1
7.57557442015632e-71	0.827562825742057	0.958	0.301	2.06676821330705e-66	4	hoxb3a
1.91603120399603e-57	0.420238121251883	0.369	0.038	5.22731633074197e-53	4	cx23
4.81869372617206e-49	0.960624048612537	0.988	0.913	1.31463602237426e-44	4	ppdpfb
3.17099964357101e-48	0.685714860905848	0.512	0.112	8.65112122759043e-44	4	prdx6
1.62889901252759e-47	0.778224285660321	0.851	0.376	4.44396228597777e-43	4	cxcl12a
7.76514703758371e-35	0.693582007482702	0.798	0.409	2.11848741479359e-30	4	si:ch211-152c2.3
4.9470799606039e-32	0.611767300631239	1	0.963	1.34966235485196e-27	4	her6
7.9000019855129e-32	0.436302876385701	0.417	0.101	2.15527854168763e-27	4	col12a1a
8.21208566962091e-27	0.347504956491699	0.381	0.093	2.24042121238598e-22	4	crygn2
3.2109488269133e-25	0.319018584762353	1	0.996	8.76011058958487e-21	4	tmsb4x
6.92474307573744e-25	0.279328389748332	0.339	0.084	1.88920840592269e-20	4	prox2
1.03361513781441e-24	0.27465701899082	0.292	0.063	2.81990881898528e-20	4	gamt
1.5896316634293e-24	0.326345861903644	0.357	0.094	4.33683310416783e-20	4	slc3a2b
1.67209953827024e-24	0.532663256210087	0.929	0.719	4.56182196030886e-20	4	irx1b
3.32947520678469e-22	0.466416435801557	0.935	0.75	9.08347425915e-18	4	eif4ebp3l
5.26269273053407e-20	0.374142973160132	0.595	0.279	1.43576783074431e-15	4	gstp1
9.88634806983821e-18	0.308974778530325	0.643	0.284	2.69719348041326e-13	4	hoxa3a
2.57260957243444e-16	0.318003553532317	0.613	0.33	7.01859343551565e-12	4	nck2a
9.00155966619129e-16	0.318767536719577	0.964	0.919	2.45580550813031e-11	4	ptges3a
1.05202399853194e-15	0.349823518898264	0.893	0.789	2.87013187279484e-11	4	cd99l2
3.06144862912817e-15	0.393852770054643	0.56	0.299	8.35224414998746e-11	4	slc6a9
1.3502342725867e-13	0.287461322498363	0.583	0.303	3.68370914247105e-09	4	gas6
1.3989896276119e-13	0.289982831164877	0.47	0.225	3.81672350205079e-09	4	palm1b
1.44799970472276e-13	0.323346819936548	0.946	0.837	3.95043279442463e-09	4	ncalda
2.76967459772166e-13	0.296039493230278	0.512	0.273	7.55622623750423e-09	4	igf2b
1.9160014931022e-12	0.352033929797195	0.643	0.417	5.22723527348142e-08	4	junbb
1.9238591082623e-12	0.341709195232299	0.69	0.525	5.24867241916121e-08	4	mff
2.67548400980029e-11	0.286245308158674	1	0.989	7.29925547553715e-07	4	fosab
3.05815697677328e-11	0.267396259738132	0.619	0.391	8.34326386403285e-07	4	vta1
2.41063354457096e-10	0.280040127383074	0.792	0.607	6.5766904362985e-06	4	sept2
7.11013328037155e-09	0.33642620786855	0.78	0.605	0.000193978656155097	4	rgcc
4.64510473624346e-08	0.26366835163776	0.613	0.439	0.00126727747414194	4	tmcc3
6.78962951426121e-07	0.43636542311152	0.292	0.152	0.0185234672408074	4	prdm12b
1.02848307735292e-06	0.258067232509583	0.905	0.792	0.0280590753163422	4	rasgef1ba
4.5394703834592e-06	0.295963505322626	0.571	0.432	0.123845831001534	4	zic2a
0.00900589141237959	0.2851439599736	0.393	0.319	1	4	lbx1b
7.12731888921728e-107	1.17130847973728	0.938	0.144	1.94447513935626e-102	5	hoxd4a
1.07638559510632e-48	0.464777650232225	0.344	0.034	2.93659518056907e-44	5	zgc:112332
8.16475827712672e-44	0.816861809003066	0.914	0.428	2.22750935316571e-39	5	wnt11r
1.21520792253279e-40	0.261160903907248	0.312	0.034	3.31533025425395e-36	5	ezra
1.10520217175736e-39	0.41323717405817	0.469	0.087	3.01521256498844e-35	5	wnt11
5.06991782684623e-35	0.289328155033918	0.273	0.03	1.38317498152019e-30	5	hoxc3a
6.7533632119441e-32	0.640409453731194	0.883	0.382	1.84245255148259e-27	5	zic3
3.02938943683712e-31	0.733319194685994	0.906	0.494	8.26478026157904e-27	5	crabp2a
1.35739592911911e-27	0.605891169516307	0.953	0.729	3.70324757382277e-23	5	fxyd6l
5.51747414989617e-27	0.365678287306194	0.484	0.134	1.50527729757467e-22	5	kcnk5b
2.78493263015669e-24	0.603316708799446	0.969	0.808	7.59785320159348e-20	5	stmn1a
3.53899924520549e-24	0.378921872729147	0.344	0.075	9.65509774076961e-20	5	rbp5
4.17968710028041e-23	0.317996224445863	0.328	0.072	1.1403022346985e-18	5	bcam
2.86363963802797e-22	0.52620850567353	0.945	0.554	7.81258166046791e-18	5	msx1b
8.80864850895857e-21	0.511976600226355	0.43	0.128	2.40317548621408e-16	5	olig4
9.37596190004314e-21	0.342721355485244	1	0.995	2.55794992556977e-16	5	npm1a
1.0271278116313e-20	0.252452749411298	0.266	0.053	2.80221009569252e-16	5	sfrp2
1.84927198887743e-20	0.520454715665375	0.945	0.634	5.04518384005541e-16	5	atp1b3a
5.33209634513505e-20	0.388056706460817	0.555	0.21	1.45470252487975e-15	5	fuom
3.72535446433593e-18	0.494732094690726	0.656	0.342	1.01635120496013e-13	5	pmp22a
4.56661861195973e-18	0.462999825038679	0.805	0.416	1.24586488971485e-13	5	zic2a
1.14534493477916e-17	0.462178121622018	0.664	0.351	3.12473005106451e-13	5	errfi1b
2.03277150392882e-16	0.305902809269207	1	0.981	5.5458072170186e-12	5	hspe1
2.47119286608488e-16	0.435992178972269	0.938	0.707	6.74190837725278e-12	5	boc
3.23716682375473e-16	0.344200405952619	0.609	0.268	8.83163852856766e-12	5	zic5
7.65647922189377e-16	0.407934544447266	0.992	0.917	2.08884066131706e-11	5	ptges3a
1.09434820941038e-15	0.335842788698902	0.578	0.266	2.98560078491341e-11	5	tshz1
1.17626288699331e-15	0.406338164035333	0.781	0.531	3.20908040829515e-11	5	zfhx4
2.7267100873e-15	0.352431015705852	0.914	0.507	7.43901046017187e-11	5	zic2b
5.39384369395328e-15	0.328197552441419	0.469	0.187	1.47154843658434e-10	5	lratb
1.5152593744122e-14	0.316907951140677	0.805	0.412	4.13393062527136e-10	5	msx3
7.91726044230749e-14	0.383117189878461	0.852	0.585	2.15998699387033e-09	5	mych
1.1128333129466e-12	0.389077764996364	0.898	0.726	3.03603184438091e-08	5	irx1b
3.3487922921944e-12	0.293015181236975	0.68	0.361	9.13617513156475e-08	5	cdon
4.79923438046326e-12	0.302957420139022	0.57	0.306	1.30932712367799e-07	5	gadd45gip1
1.37941810532951e-11	0.380977994951534	0.75	0.486	3.76332847495997e-07	5	pax3a
1.94589502039245e-11	0.339143575476224	0.766	0.47	5.30879079463469e-07	5	fzd10
7.60300456238242e-11	0.431900945229049	0.867	0.736	2.07425170470917e-06	5	id2a
2.05087548143724e-10	0.334597519078417	0.695	0.451	5.59519848845709e-06	5	si:dkey-188h10.3
3.95711499375038e-09	0.280651067218338	0.648	0.386	0.000107958011259498	5	efnb2a
5.90728816324086e-09	0.25756313955082	1	0.979	0.000161162635669537	5	ccnd1
8.52083788246276e-09	0.262808790069793	0.984	0.847	0.000232465499109349	5	mdkb
1.16375576103099e-08	0.27767038721335	0.961	0.916	0.000317495846724475	5	tgif1
1.62372141114178e-08	0.276519800580466	0.82	0.672	0.000442983675387701	5	rnaseh2a
9.06663267870055e-08	0.260647406080396	0.641	0.452	0.00247355872740308	5	map7d1a
1.57607115503263e-07	0.258834192502579	0.758	0.588	0.00429983732516001	5	lyar
1.60795474100783e-07	0.322512884292071	0.906	0.825	0.00438682212441756	5	si:dkey-95p16.2
0.00305962618584398	0.344257258523072	0.414	0.319	1	5	lbx1b
3.44826837936447e-142	2.34468155358778	0.874	0.069	9.40756579258215e-138	6	dlb
2.8582835303901e-135	1.14255652300887	0.663	0.03	7.79796912761026e-131	6	myt1b
2.37702352117395e-122	1.85696235108378	0.674	0.039	6.48499557046677e-118	6	neurod4
8.25555462551303e-114	0.951064014230017	0.4	0.006	2.25228041293247e-109	6	insm1a
2.70444799060742e-109	0.636674498526164	0.379	0.005	7.37827500797516e-105	6	nhlh2
1.2163958661062e-103	0.923842739051048	0.389	0.008	3.31857120191093e-99	6	ebf3a
2.29973857330515e-103	1.28842823733923	0.737	0.071	6.27414677569111e-99	6	ebf2
6.81459135334572e-94	0.342454844552473	0.284	0.001	1.85915681301978e-89	6	onecutl
2.80365676728545e-93	0.847989935798179	0.474	0.021	7.64893639250816e-89	6	srrm4
1.30720984360599e-90	0.899475187467463	0.579	0.041	3.56632989532587e-86	6	her13
6.52501549155035e-89	1.00398978655352	0.589	0.046	1.78015472640477e-84	6	traf4a
9.36009796463673e-88	1.50915140794896	0.821	0.123	2.55362192671219e-83	6	fstl1a
1.32706582000463e-82	1.54174049440528	0.674	0.077	3.62050097013664e-78	6	myt1a
1.7811384801206e-80	2.45244241109092	0.979	0.275	4.85930200146502e-76	6	elavl3
7.17551621129728e-77	1.02128767048877	0.4	0.019	1.95762433276612e-72	6	scrt2
1.37689730192998e-75	0.373104214363426	0.274	0.004	3.75645121912537e-71	6	dlc
1.32345585468248e-70	1.27356142008565	0.958	0.251	3.61065226274474e-66	6	tp53inp2
1.76008877832044e-68	0.796859668497408	0.284	0.008	4.80187420501384e-64	6	mpped2
1.96511304541376e-68	1.05330700573158	0.421	0.028	5.36122141049781e-64	6	im:7152348
1.36830768512276e-67	1.05011776432256	0.726	0.124	3.73301702655191e-63	6	sept5a
5.38284923742031e-65	1.29201689288351	0.442	0.035	1.46854892895301e-60	6	sncb
2.02874049748525e-63	0.984113743023303	0.547	0.061	5.53480982523927e-59	6	nfasca
6.48326115221034e-61	0.558718485353628	0.337	0.018	1.76876330754602e-56	6	jagn1a
7.68413340372931e-60	0.730814063329685	0.347	0.02	2.09638527520543e-55	6	ppp1r14ab
8.98839287294101e-56	1.95015809751351	0.632	0.111	2.45221334359577e-51	6	vim
5.07375457691455e-55	0.432121008165124	0.263	0.01	1.38422172367383e-50	6	insm1b
8.83214165967403e-53	0.779994449810606	0.389	0.033	2.40958488759227e-48	6	CBFA2T3
1.53898239011484e-51	1.8273093699195	1	0.766	4.19865175671132e-47	6	dla
2.27306593997202e-51	2.11527137033581	0.779	0.205	6.20137849743167e-47	6	gadd45gb.1
9.82136871874647e-50	0.389214452158019	0.274	0.014	2.67946581384841e-45	6	dachb
8.72011537306007e-49	0.367458489559735	0.305	0.02	2.37902187607825e-44	6	MAP3K13
1.60592887046151e-48	1.3820879338375	1	0.936	4.38129514439309e-44	6	AL929185.2
2.4535760369862e-48	1.37273374629841	1	0.941	6.69384614410574e-44	6	si:ch211-193l2.7
2.36264281172458e-47	0.549183959043264	0.295	0.019	6.44576211894699e-43	6	neurod1
4.82295697056098e-47	1.00037512066863	0.274	0.016	1.31579912070845e-42	6	mllt11
1.58846083440476e-46	1.65259855919008	0.684	0.171	4.33363884842307e-42	6	tmsb
1.14878579069009e-45	0.696828191300378	0.347	0.031	3.13411739416069e-41	6	cxcr4b
1.30898181049264e-45	0.614690557559129	0.526	0.083	3.57116417538603e-41	6	DST
1.7839639865073e-44	0.798099940381574	0.516	0.086	4.8670105479892e-40	6	celf3a
3.32980184620683e-44	1.08315459599673	0.979	0.766	9.08436539682149e-40	6	rtca
1.32211207045478e-43	1.37550786103023	0.989	0.73	3.60698615061472e-39	6	sox11b
2.40497662545347e-43	0.702023180191895	0.484	0.072	6.56125722956217e-39	6	draxin
5.09786514838207e-42	0.834920505746811	0.389	0.047	1.3907995697816e-37	6	tuba8l3
1.30447097551649e-40	0.930391333030399	0.632	0.152	3.55885771540409e-36	6	rtn1a
9.20386376636173e-40	0.516363002199264	1	1	2.51099811273881e-35	6	si:ch211-222l21.1
6.49583377005297e-39	1.17067989100932	0.832	0.347	1.77219336914585e-34	6	si:ch211-163l21.4
1.35151827506673e-36	1.2148666762045	0.758	0.284	3.68721215803706e-32	6	cep131
3.71273464608216e-36	0.883047687078711	0.947	0.598	1.01290826614414e-31	6	notch1a
4.99898358530373e-36	0.641875183573663	0.589	0.136	1.36382270174256e-31	6	ip6k2b
3.46572464054831e-35	1.3902181187107	0.758	0.297	9.45518996434391e-31	6	dld
4.66227822994833e-35	0.43782249863863	0.379	0.054	1.2719627466945e-30	6	myo10l3
4.97704022570748e-35	0.765710881358545	0.737	0.246	1.35783611437751e-30	6	syne2b
2.31769806877029e-34	0.659077837319018	0.537	0.12	6.32314387121911e-30	6	atpv0e2
1.81276388552091e-33	0.676212258692485	0.579	0.147	4.94558243247814e-29	6	tp53inp1
2.81248290948505e-33	0.381222282564149	0.274	0.027	7.67301587365713e-29	6	si:dkey-280e21.3
4.01851278850173e-32	0.560389022319738	0.474	0.097	1.09633065895904e-27	6	CR848841.2
5.41776563354731e-32	0.856418006799089	0.979	0.907	1.47807482014438e-27	6	si:dkey-56m19.5
