p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
5.77653512886219e-210	1.14498629929378	0.549	0.025	1.57595431385618e-205	2	plk1
1.18447641413959e-206	1.11772606595411	0.508	0.019	3.23148855305562e-202	2	kif11
1.07974143687573e-194	1.47094082022002	0.549	0.032	2.94575058808436e-190	2	kpna2
1.37223373135662e-193	1.62311610074074	0.912	0.181	3.74372806588712e-189	2	tuba8l
3.66718462364651e-189	1.047663991052	0.542	0.031	1.00048130902324e-184	2	cks1b
3.72647328811107e-189	1.16299757944752	0.502	0.024	1.01665644246246e-184	2	cdc20
3.0918587661762e-166	2.25236196331658	1	0.643	8.43520908588192e-162	2	hmgb2a
1.73937333529952e-140	1.50232605108126	1	0.976	4.74535833336415e-136	2	hmgn2
1.07045923140237e-138	1.52378852414999	0.589	0.076	2.92042687511194e-134	2	rrm2
6.9755703078096e-138	1.17601814911922	0.721	0.126	1.90307509137662e-133	2	banf1
5.1090303925444e-135	1.177647699999	0.801	0.172	1.39384567169396e-130	2	anp32b
2.59833175596569e-132	1.30535107097525	1	0.789	7.0887686966256e-128	2	si:ch73-281n10.2
6.07122764248846e-125	1.36396805776003	0.613	0.094	1.6563523254237e-120	2	rrm2.1
9.6788781978787e-117	1.25861251501052	0.916	0.339	2.64059154994527e-112	2	tuba8l4
1.97189444066686e-115	1.06952226133985	0.747	0.169	5.37972241302732e-111	2	msna
2.55191793157142e-113	1.05678700841416	0.529	0.072	6.96214250091316e-109	2	kiaa0101
2.40639503354177e-109	1.06141970300296	0.613	0.108	6.56512693050866e-105	2	ccnd1
2.88335988577335e-109	1.07827174567417	0.963	0.44	7.86638244036687e-105	2	anp32a
1.63943610058454e-105	1.04569836024758	0.508	0.073	4.47270956961474e-101	2	CABZ01074745.1
6.48202551937617e-70	1.04466472907461	0.785	0.294	1.76842620219621e-65	2	her9
9.41011138623247e-39	1.51119451555935	0.333	0.087	2.56726658839194e-34	2	si:ch211-251b21.1
2.27833158593674e-158	2.64910397080047	0.692	0.104	6.21574423275261e-154	3	otpa
8.67736295881392e-130	2.25131484976129	0.673	0.119	2.36735816242361e-125	3	otpb
9.93605131763854e-120	1.26214528296436	0.718	0.137	2.71075352047815e-115	3	lhx1a
6.84372524356291e-95	1.03029715630864	0.594	0.112	1.86710512094883e-90	3	lhx5
2.29992402844108e-82	1.22226478516802	0.553	0.112	6.27465273439295e-78	3	pax2a
8.76524241231756e-81	1.23775469913212	0.733	0.236	2.39133343492848e-76	3	mab21l1
7.27447049409479e-72	2.1054932306807	0.286	0.029	1.98462104019894e-67	3	eng1b
3.84097263388803e-62	0.849281780088766	0.962	0.652	1.04789415397733e-57	3	zc4h2
1.63757999682332e-53	1.10868080166248	0.917	0.6	4.46764574733337e-49	3	ckbb
2.04534789956607e-48	0.85208022292223	0.38	0.088	5.58011813959616e-44	3	chn1
8.48356406027524e-48	0.935236222874176	0.376	0.087	2.31448594692429e-43	3	cxxc4
1.19721528641753e-47	0.790365411292864	0.846	0.397	3.26624274440431e-43	3	sncb
4.59469328736214e-45	0.684856059444469	0.962	0.769	1.25352422265814e-40	3	HIST2H2AB (1 of many).5
4.49604811705033e-44	0.672245267128094	0.925	0.561	1.22661184729367e-39	3	gng2
1.54180600922512e-41	0.783681471283359	0.865	0.595	4.20635515436797e-37	3	tnrc6c1
2.72905692796392e-41	0.706379334889325	0.35	0.08	7.44541311087116e-37	3	slc32a1
4.44317795712915e-38	0.786830988865283	0.782	0.456	1.21218781026397e-33	3	zfhx4
5.06427840760771e-38	0.666421621688569	0.842	0.454	1.38163643516354e-33	3	gpm6ab
9.15312997318788e-38	0.786072064316855	0.346	0.09	2.49715691928512e-33	3	dmtn
5.67498666646873e-36	0.757130260940651	0.793	0.466	1.548249862346e-31	3	zfhx3
7.9503806700316e-34	0.714263286488268	0.481	0.175	2.16902285439802e-29	3	si:ch211-195b15.8
1.52678211326794e-33	0.889970326301242	0.684	0.32	4.16536696141758e-29	3	elavl4
1.96289629094245e-33	0.932557968616848	0.432	0.164	5.35517366094918e-29	3	flrt3
9.0875202697905e-30	0.838623634653493	0.594	0.301	2.47925728000424e-25	3	pou2f2a.1
5.16466711622522e-29	0.650860556613099	0.368	0.119	1.40902448264856e-24	3	nrxn1a
7.56557790011701e-27	0.792545573957398	0.421	0.167	2.06404096270992e-22	3	robo3
3.74476582991807e-24	0.699985168763436	0.756	0.512	1.02164701371825e-19	3	meis2b
1.81901767771434e-23	0.676939240004004	0.496	0.235	4.96264402834026e-19	3	ppp1r14ab
2.30030100323538e-19	0.647796378484226	0.703	0.481	6.27568119702675e-15	3	epb41a
4.15063046478506e-16	0.844676153263531	0.425	0.233	1.13237500340266e-11	3	pbx3b
7.17763368035647e-101	1.47182486927724	0.398	0.037	1.95820202067485e-96	4	gsx2
4.94640133686343e-80	0.963734393625447	0.496	0.087	1.34947721272308e-75	4	zic3
2.34931689204317e-79	0.98792220880995	0.411	0.057	6.40940634487217e-75	4	zic4
1.09938265047486e-72	0.786714362665166	0.264	0.021	2.9993357470255e-68	4	ptf1a
1.42826772978457e-71	1.20510596960268	0.85	0.331	3.89660002039826e-67	4	mdka
1.96197405711779e-71	0.995820543279262	0.492	0.097	5.35265762262875e-67	4	zic1
6.23047295232673e-60	1.2734157545646	0.37	0.064	1.69979763085378e-55	4	ascl1a
8.11440308576108e-57	0.971611808395554	0.703	0.259	2.21377144985734e-52	4	zgc:114130
5.58994005420306e-55	1.01858971934173	0.764	0.306	1.52504744558768e-50	4	her9
9.38848231109551e-55	0.818942716457811	0.972	0.511	2.56136574411308e-50	4	sox3
7.25184280764636e-51	1.00309341164209	0.923	0.529	1.97844775478208e-46	4	her4.1
9.09106337877057e-51	0.854445387903803	0.992	0.623	2.48022391099619e-46	4	her12
3.2737801357509e-48	0.785026050165956	0.76	0.304	8.93152696635562e-44	4	gas1b
4.53951064337237e-48	0.767524245042259	0.902	0.455	1.23846929372485e-43	4	lfng
1.34916125213206e-47	0.887127870009253	0.805	0.364	3.68078172806668e-43	4	her2
1.54984342158365e-47	0.836990610256171	0.963	0.611	4.2282828227645e-43	4	her15.1
1.60296161287083e-47	0.822248154518408	0.959	0.567	4.37319987223419e-43	4	si:ch211-193l2.3
2.61076084731262e-47	0.759489495682506	0.98	0.563	7.1226777436383e-43	4	si:ch73-21g5.7
4.63591228776598e-45	0.854290124131655	0.919	0.509	1.26476959034831e-40	4	her4.2
1.09708775785241e-44	0.721381685674281	0.89	0.447	2.99307482097295e-40	4	si:ch211-193l2.5
1.49438683040698e-44	0.694485992583739	0.931	0.457	4.07698615071631e-40	4	lrrn1
4.00620388525339e-42	0.71193166549098	0.333	0.07	1.09297254397483e-37	4	zic2a
1.0252502277923e-41	0.797104720055029	0.927	0.548	2.79708767146295e-37	4	her4.2.1
4.7069124918162e-41	0.754772761500092	0.423	0.115	1.2841398660173e-36	4	prss35
1.16551297207287e-38	1.00545055142117	0.264	0.05	3.1797524904092e-34	4	slc1a3a
2.68727375337935e-38	0.713550418269053	0.882	0.484	7.33142025396954e-34	4	her4.4
5.89924545362704e-38	0.828912077408126	0.894	0.553	1.60943214465853e-33	4	si:ch211-193l2.4
7.69266636363344e-38	0.779250547004429	0.825	0.429	2.09871323732647e-33	4	her15.1.1
3.02589314651123e-33	0.754028587077771	0.724	0.35	8.25524168231193e-29	4	her4.3
4.22710442859265e-26	0.833260301783965	0.313	0.093	1.15323863020865e-21	4	lbx1b
1.68405078220622e-271	2.10420318234671	0.704	0.025	4.59442734401501e-267	5	gata2a
3.85494654331243e-193	2.35773915652915	0.667	0.045	1.0517065159465e-188	5	tal1
4.88341539020731e-183	1.6367904950328	0.468	0.015	1.33229338675636e-178	5	gata3
4.87459041928922e-109	0.986826000178458	0.258	0.006	1.32988575819048e-104	5	si:ch211-237l4.6
8.56927645282762e-63	1.43980995479761	0.274	0.024	2.33787000186043e-58	5	nkx1.2lb
1.62194231744913e-44	0.746279469634001	0.828	0.321	4.42498303046471e-40	5	elavl4
7.29098009465943e-41	0.894768868173417	0.871	0.456	1.98912518942499e-36	5	hmp19
1.32518274909675e-31	0.706072560951344	0.312	0.068	3.61536357608574e-27	5	irx2a
3.01622313612475e-31	0.933546706507615	0.398	0.107	8.22885995997554e-27	5	nell2b
6.98276135138439e-29	0.644221140577206	0.914	0.573	1.90503695188469e-24	5	gng2
7.27119700503122e-28	0.59772902044536	0.366	0.097	1.98372796691262e-23	5	cxxc4
1.38348641889392e-26	0.882233654044102	0.763	0.519	3.7744276480264e-22	5	meis2b
3.58364490928045e-26	0.610233378004674	1	0.984	9.77690004149892e-22	5	si:ch73-1a9.3
1.67476056428514e-25	0.841306608134001	0.36	0.107	4.56908177148271e-21	5	meis3
1.86306366259364e-23	0.506634049103738	0.366	0.11	5.08281028428796e-19	5	eno1a
2.77757990138506e-22	0.777786713976934	0.516	0.223	7.57779348695871e-18	5	pbx1a
6.3159050864268e-22	0.535986575489582	0.892	0.567	1.72310522567896e-17	5	stmn1b
4.88504774535425e-20	0.705140429011941	0.828	0.591	1.33273872588755e-15	5	sox11a
6.68673213580966e-19	0.560580752717619	0.425	0.167	1.82427426129159e-14	5	irx1a
1.08563793626768e-18	0.581318451668372	0.344	0.121	2.96183741772548e-14	5	amer2
1.75474968711495e-17	0.626767888460108	0.527	0.253	4.78730809638699e-13	5	golga7ba
2.52479501841609e-17	0.722132568369346	0.591	0.31	6.88814576924277e-13	5	mab21l2
3.41382104826072e-17	0.525881109062596	0.511	0.233	9.3135865838649e-13	5	pbx3b
7.43802695572993e-17	0.495471878181627	0.887	0.694	2.02924251406224e-12	5	tmsb
1.71575629772698e-15	0.528325972262906	0.274	0.091	4.68092633145874e-11	5	tuba8l3
2.78606444996763e-14	0.500825247584916	0.382	0.159	7.6009410324017e-10	5	onecut1
9.75141037518904e-13	0.513131578170711	0.478	0.247	2.66037977855907e-08	5	csdc2a
4.73795292843091e-12	0.53228602456451	0.296	0.122	1.29260831793452e-07	5	apba2b
6.15701409388991e-12	0.480928497311638	0.473	0.245	1.67975658509505e-07	5	ppp1r14ab
2.84143369302874e-09	0.628868641082189	0.468	0.286	7.75199940132102e-05	5	sox4a.1
9.69512948417816e-223	1.97504641691721	0.804	0.053	2.64502522587349e-218	6	syngr3b
3.32082874126964e-178	2.2377218336412	0.742	0.065	9.05988497193183e-174	6	calm1b
1.36974816415664e-173	1.48387393662111	0.509	0.02	3.73694694145215e-169	6	scg2b
6.89103536699397e-166	2.32574381724976	0.975	0.171	1.88001226882329e-161	6	snap25a
8.83080543253587e-150	1.70584553692276	0.791	0.094	2.40922033810444e-145	6	rbfox1
2.45575062668509e-144	1.92354584734481	0.724	0.08	6.69977885972227e-140	6	sncgb
1.91090387269171e-136	1.60567209983735	0.791	0.107	5.21332794547753e-132	6	cpe
4.45662390321328e-125	2.05691105557981	0.877	0.167	1.21585613327465e-120	6	cplx2l
6.84639118661567e-118	1.43042438714118	0.564	0.054	1.86783244353249e-113	6	olfm1b
7.32600338652349e-113	1.81108412881297	0.871	0.177	1.99868024391134e-108	6	tmsb2
1.59209691015892e-110	1.68789657273983	0.834	0.16	4.34355879029556e-106	6	stmn2a
2.81499676318669e-110	1.47488946403147	0.589	0.067	7.67987416932592e-106	6	calm3a
1.49084969417291e-106	1.82131094490752	0.957	0.288	4.06733613564255e-102	6	basp1
8.87233307034199e-105	2.00824388155597	0.742	0.136	2.4205499082507e-100	6	aldocb
1.7459973808191e-102	1.45354580686528	0.644	0.089	4.76343005435067e-98	6	camk2n1a
1.44625077437055e-101	1.98472941164125	0.945	0.312	3.94566136263774e-97	6	ywhag2
2.65119043718613e-100	1.64528554000993	0.644	0.095	7.23297775073121e-96	6	eno1a
7.09459835413176e-98	1.52290662354854	0.779	0.164	1.93554832297423e-93	6	tpi1b
3.78291221350006e-95	1.89707127810317	0.982	0.479	1.03205411008709e-90	6	calm1a
5.00895449899708e-95	1.76508388517153	0.988	0.406	1.36654296641638e-90	6	sncb
2.03793365065252e-92	1.53952964991923	0.804	0.187	5.5598905857102e-88	6	atpv0e2
1.72257670263104e-91	1.65244070031734	0.957	0.365	4.699533760118e-87	6	atp6v0cb
6.31593509238902e-90	1.48090340215983	0.914	0.26	1.72311341190557e-85	6	rtn1b
1.65808084936169e-88	1.6044728275259	0.92	0.304	4.52357617322857e-84	6	stx1b
2.85643878440471e-79	1.45632421431605	0.761	0.183	7.79293629161293e-75	6	zgc:65894
2.57693913196508e-77	1.5053686209827	0.969	0.68	7.03040533982714e-73	6	calm3a.1
1.19711852346606e-76	1.75948232624152	0.963	0.506	3.26597875572009e-72	6	gapdhs
6.28691027034752e-74	1.58107091741828	0.914	0.32	1.71519485995621e-69	6	elavl4
6.3523870172894e-63	1.68346615517176	0.65	0.17	1.73305822605689e-58	6	rbfox3a
1.58900998620016e-53	1.54540921019109	0.798	0.315	4.33513704435127e-49	6	gap43
7.07936933725148e-76	1.44855671135058	0.942	0.352	1.93139354258895e-71	7	dlb
6.9271030277379e-66	1.25556294266018	0.968	0.402	1.88985224802745e-61	7	nhlh2
8.14217563165615e-52	1.36111636232006	0.832	0.328	2.22134835582843e-47	7	scrt1a
4.61952766143724e-50	0.925312647951089	0.394	0.062	1.26029953659331e-45	7	zgc:162707
5.95335593024095e-45	0.84693041683265	1	0.743	1.62419456488834e-40	7	elavl3
2.330404941657e-42	0.619327724589308	0.994	0.972	6.35781076182862e-38	7	si:ch211-222l21.1
1.40329869121634e-40	1.06156582964037	0.477	0.115	3.82847948937642e-36	7	uncx4.1
8.37330602423152e-38	1.08503314713391	0.658	0.242	2.28440534953084e-33	7	scrt2
4.7219587241115e-36	0.926474651475209	0.581	0.175	1.2882447791121e-31	7	uncx
1.2708169546808e-34	1.12263781507331	0.49	0.135	3.46704281576015e-30	7	pax2a
2.01538963792239e-34	1.04762295115346	0.439	0.109	5.49838601017987e-30	7	insm1b
1.14046579757203e-32	0.825732610735235	0.871	0.538	3.11141878893603e-28	7	ZFHX3 (1 of many)
5.33564369111603e-30	0.933416357184353	0.406	0.104	1.45567031181028e-25	7	tfap2a
5.95717496231098e-30	0.838565847250316	0.548	0.192	1.62523647321768e-25	7	ebf2
2.16189440419838e-28	0.81129841786134	0.542	0.188	5.89808031353401e-24	7	stap2a
6.45264112239632e-27	0.750590700179556	0.432	0.129	1.76040955101216e-22	7	zgc:92140
7.36651607212392e-26	0.699898329536547	0.832	0.518	2.00973291479685e-21	7	hes6
4.36404860462312e-22	0.609792075431384	0.845	0.461	1.19059974031328e-17	7	dla
2.59106965485668e-21	0.770723146981706	0.484	0.195	7.06895623238e-17	7	s1pr1
2.71535828399096e-21	0.717579853388423	0.381	0.118	7.40804047038413e-17	7	traf4a
3.75520878569234e-18	0.625807782102151	0.69	0.39	1.02449606091258e-13	7	myt1b
4.33922581530005e-18	0.743044280503127	0.542	0.269	1.18382758693016e-13	7	spsb4a
2.19468535300944e-16	0.682935477970073	0.523	0.258	5.98754058008037e-12	7	sept5a
1.41759739613542e-14	0.637522966029754	0.374	0.152	3.86748921613667e-10	7	gdf11
7.79881227276038e-11	0.608418932723155	0.471	0.271	2.12767196425449e-06	7	pacsin1b
1.43276315599629e-07	0.790986711633548	0.303	0.152	0.00390886444218909	7	otpa
1.57679214912827e-07	0.719852856203538	0.316	0.164	0.00430180434125175	7	otpb
3.43309437066652e-07	0.663630179050663	0.355	0.194	0.00936616806205241	7	crabp1b
3.7108047614883e-07	0.602264492576997	0.29	0.151	0.0101238175502924	7	lhx5
1.92156446134628e-06	0.648075677511271	0.271	0.146	0.0524241216344491	7	si:ch211-209j10.6
2.36913576518479e-127	2.15371492945733	0.867	0.144	6.46347619457713e-123	8	neurod4
3.3385534396419e-92	1.3085446891439	0.601	0.079	9.10824149403104e-88	8	fstl1a
8.6860505830192e-76	2.05876513499478	0.483	0.061	2.3697283200593e-71	8	dbx1a
1.52526228182038e-74	1.77628441076156	0.615	0.111	4.16122055726237e-70	8	neurog1
2.02388526280197e-73	1.46558992763586	1	0.454	5.52156377397632e-69	8	dla
1.2882770241021e-69	1.39973697930674	0.846	0.245	3.51467737715535e-65	8	dld
4.50613499011571e-58	1.24927845873889	0.93	0.392	1.22936374800337e-53	8	nr2f6b
6.0164695907941e-58	1.05610807274589	0.615	0.135	1.64141323376045e-53	8	si:ch211-163l21.4
4.79759867256635e-55	1.08315213679277	1	0.797	1.30888086984955e-50	8	AL929185.2
5.40240161486047e-54	1.05890614770526	1	0.814	1.47388320856623e-49	8	si:ch211-193l2.7
3.93037425424449e-53	1.1610040271219	0.587	0.136	1.07228470404298e-48	8	cep131
1.6769552488471e-47	1.16546103156355	0.937	0.471	4.57506930990465e-43	8	lfng
4.30089798828319e-47	1.05627134042382	0.965	0.476	1.17337098916342e-42	8	sb:cb81
4.8879826887137e-47	0.964408404717558	0.503	0.105	1.33353943713487e-42	8	ascl1b.1
8.32961901727002e-42	1.26576366406956	0.58	0.15	2.27248666029161e-37	8	otpb
1.87906947629658e-38	0.943651820237852	0.79	0.333	5.12647734523234e-34	8	notch1a
3.69180392426166e-38	0.927805797794261	0.979	0.58	1.00719794661707e-33	8	si:ch73-21g5.7
6.07214119791161e-37	0.839249528203454	0.986	0.689	1.65660156161425e-32	8	pou3f1
9.11379961312798e-37	1.18750090785944	0.573	0.173	2.48642681045358e-32	8	gadd45gb.1
5.16255522391354e-36	0.911867313001538	0.811	0.384	1.40844831618809e-31	8	rtca
2.47061377700803e-35	0.887721686117833	0.944	0.572	6.74032850643332e-31	8	cdkn1ca
3.2519193896657e-35	0.837206781371004	0.965	0.53	8.87188647888598e-31	8	sox3
2.55762609888154e-33	0.798166965242194	0.273	0.043	6.97771552296863e-29	8	neurod1
6.57342585104206e-33	0.941509803360501	0.483	0.133	1.79336204068129e-28	8	pcdh18b
1.83320226318791e-31	0.918605518164246	0.636	0.239	5.00134241442926e-27	8	rasgef1ba
2.4277347412826e-31	0.896177360643809	0.629	0.227	6.62334592116718e-27	8	nr2f1b
3.00619122485681e-31	0.928609964165198	0.951	0.564	8.20149089965434e-27	8	si:ch211-193l2.4
2.38330966754193e-27	0.80396396524825	0.951	0.561	6.50214543498789e-23	8	her4.2.1
8.26007561468277e-27	0.798505166254615	0.923	0.497	2.25351382919775e-22	8	her4.4
8.20701714612777e-24	0.837194516363298	0.399	0.117	2.23903841780658e-19	8	CU693502.1
1.44184461192422e-211	2.09618614520013	0.806	0.051	3.93364047025165e-207	9	atoh1a
6.35164428513903e-163	2.20436006045285	0.921	0.119	1.73285559387163e-158	9	im:7152348
2.17111593262248e-112	0.914577270040703	0.317	0.01	5.92323848738065e-108	9	atoh1b
6.50535225733379e-112	1.78869969938743	0.669	0.08	1.7747902028458e-107	9	scrt1b
3.97346432448326e-77	1.09832271964534	0.396	0.036	1.08404053700552e-72	9	atoh8
6.18714567043379e-71	1.48803077692103	0.806	0.246	1.68797708180775e-66	9	nkd1
4.8857565445704e-58	1.12978401139809	1	0.815	1.3329321004897e-53	9	si:ch211-193l2.7
3.43130272497482e-54	1.0475797190884	1	0.797	9.36128009427631e-50	9	AL929185.2
6.52608211635128e-54	1.176243336256	0.971	0.457	1.78044572298296e-49	9	dla
5.85657724988018e-47	1.18611898278837	0.691	0.224	1.59779140531231e-42	9	nr2f1b
8.01740841551207e-44	1.05680559662834	0.381	0.063	2.18730936392e-39	9	msx1b
2.75101783291117e-42	1.23907551811075	0.338	0.053	7.50532685174824e-38	9	cdkn1cb
1.43929343865999e-39	1.03943055630421	0.928	0.573	3.92668035935218e-35	9	cdkn1ca
2.64664941392077e-39	1.04695422840378	0.417	0.086	7.22058893105865e-35	9	sertad2a
1.69682916179885e-36	0.994142934952046	0.388	0.08	4.62928931921963e-32	9	olig4
1.36999613181341e-35	1.07451478787679	0.64	0.239	3.73762344681334e-31	9	rasgef1ba
1.46865521153142e-33	0.828738549349938	0.971	0.832	4.00678514810003e-29	9	sox11b
5.57645831603407e-31	0.863178498101838	0.849	0.522	1.52136935778042e-26	9	yaf2
8.07601769549796e-30	0.782013214958213	0.964	0.69	2.20329914768575e-25	9	pou3f1
9.97999334560686e-28	0.78234168940913	0.957	0.564	2.72274178454846e-23	9	si:ch211-193l2.4
6.70201677071513e-27	0.996071456628838	0.468	0.15	1.8284442153865e-22	9	msx3
1.25806112367995e-26	1.0410143155326	0.813	0.479	3.43224235762365e-22	9	lfng
1.29760041269166e-26	0.82669954790959	0.827	0.52	3.5401134459054e-22	9	hes6
1.14610305395682e-25	0.844753828528705	0.46	0.146	3.126798351805e-21	9	srrm4
1.26784878440841e-25	0.859642667590282	0.748	0.366	3.45894505362303e-21	9	dlb
5.39487737194962e-23	0.776413646838153	0.928	0.526	1.47183044461529e-18	9	her4.2
1.2574315824208e-21	0.861586392301055	0.504	0.197	3.43052484316044e-17	9	ebf2
2.01430161939979e-18	0.825073036188356	0.446	0.186	5.49541767804651e-14	9	smad3a
1.28762736056366e-16	0.828609810423127	0.374	0.139	3.51290496508978e-12	9	pcdh18b
2.62096325746857e-15	0.791116061465027	0.511	0.253	7.15051195902575e-11	9	scrt2
2.73553513364119e-170	1.48528154631494	0.46	0.012	7.4630869515999e-166	10	dmbx1a
8.88914125781945e-138	1.47932535850674	0.571	0.035	2.4251355179583e-133	10	skor1a
2.38753744157879e-100	1.39119232016048	0.516	0.043	6.51367964811524e-96	10	skor1b
